,util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes,inadimplente
444,0.0035,78,1,0.059000000000000004,8579,7,0,0,0,0,0
445,0.2863,74,0,0.5585,15916,33,0,2,0,0,0
446,0.0851,62,0,0.2388,9500,11,0,2,0,0,0
447,0.7626,32,2,0.1459,4110,2,0,0,1,2,0
448,0.0251,89,0,0.0044,4755,9,0,0,0,0,0
449,0.0246,90,0,0.8562,7000,6,0,1,0,1,0
450,0.0319,77,0,0.3648,4920,11,0,2,0,0,0
451,0.0,39,2,0.44299999999999995,10000,8,0,1,0,1,0
452,0.1842,35,1,0.977,0,4,0,1,0,2,0
453,0.0148,86,0,0.3898,4583,5,0,1,0,0,0
454,0.3887,36,0,0.565,7500,12,0,2,0,2,0
455,0.0,33,0,0.0593,10583,5,0,0,0,2,0
456,0.0412,90,0,0.0112,11000,9,0,0,0,1,0
457,0.0359,73,0,0.2592,4166,8,0,1,0,0,0
458,0.0952,68,0,0.1286,800,4,0,0,0,0,0
459,0.0148,65,0,0.0083,4450,6,0,0,0,1,0
460,0.2053,47,1,0.1903,6500,6,0,0,0,2,0
461,0.1078,70,0,0.2902,11348,26,0,2,0,0,0
462,0.2506,31,0,0.1371,3333,3,0,0,0,0,0
463,0.6586,64,0,0.45,7494,14,0,1,0,1,0
464,0.2036,39,0,0.1323,13999,9,0,1,0,3,0
465,0.0,74,0,0.2276,5100,9,0,2,0,0,0
466,0.5514,25,0,0.0966,4200,3,0,0,0,3,0
467,0.0603,58,0,0.0482,17109,5,0,1,0,1,0
468,0.11199999999999999,37,0,0.2325,11666,2,0,1,0,4,0
469,0.0737,76,0,0.0052,5977,4,0,0,0,0,0
470,0.2321,55,0,0.4894,5998,11,0,1,0,0,0
471,0.016,60,0,0.2008,16425,8,0,1,0,0,0
472,0.0028,25,0,0.2315,2250,4,0,0,0,0,0
473,0.8291,32,0,0.2216,6584,5,1,1,0,3,0
474,0.0128,62,0,0.1845,9583,11,0,2,0,2,0
475,0.2133,30,0,0.1844,3183,7,0,0,0,0,0
476,0.0848,39,0,0.0049,2656,1,0,0,0,2,0
477,0.0,25,0,0.2594,2100,6,0,0,0,0,0
478,0.0734,27,0,0.0997,4033,5,0,0,0,1,0
479,0.2724,41,0,0.2031,0,6,0,1,0,1,0
480,0.4502,62,0,0.1689,4800,5,0,0,0,0,0
481,0.6293,33,1,0.4726,7250,13,0,2,1,3,0
482,0.3348,53,2,0.3836,5205,8,0,1,3,5,0
483,0.3776,44,0,0.1939,6920,6,0,2,0,1,0
484,0.0274,38,0,0.0966,1800,4,0,0,0,3,0
485,0.0144,57,0,0.16899999999999998,10833,11,0,1,0,1,0
486,0.7859999999999999,48,0,0.2582,3826,9,0,0,0,0,0
487,0.1423,31,0,0.1657,500,3,0,0,0,0,0
488,0.002,60,0,0.5805,8770,26,0,2,0,1,0
489,0.0631,42,0,0.37200000000000005,9916,14,0,3,0,0,0
490,0.0954,30,0,0.2813,5346,5,0,1,0,0,0
491,0.0625,57,1,0.0387,16000,5,0,0,0,3,0
492,0.021,50,0,0.486,12000,9,0,2,0,2,0
493,1.0,44,0,0.0479,7291,3,0,0,0,1,0
494,0.0011,56,0,0.1906,3734,12,0,1,0,0,0
495,0.1791,37,0,0.047,7535,4,0,0,0,4,0
496,0.0012,38,1,0.5076,6100,19,0,1,1,0,0
497,0.1972,82,0,0.2064,9949,14,0,2,0,0,0
498,0.4735,50,0,0.3562,5908,11,0,3,0,3,0
499,0.1303,62,0,0.3464,3400,11,0,1,0,0,0
500,0.0,73,0,0.2218,7500,3,0,1,0,0,0
501,0.1416,38,0,0.633,3500,13,0,1,0,2,0
502,0.0052,56,0,0.2597,5000,8,0,1,0,2,0
503,0.2986,55,0,0.2982,3500,8,0,2,0,0,0
504,0.8018,59,0,0.5374,3864,6,0,1,0,0,0
505,0.5713,54,0,0.9048,6000,11,0,2,0,0,0
506,0.0555,42,0,0.2098,10834,5,0,1,0,0,0
507,1.0,41,1,0.1212,3333,1,0,0,0,0,0
508,0.009000000000000001,79,0,0.0052,2489,5,0,0,0,0,0
509,0.5337,41,0,0.89,4000,9,0,1,0,2,0
510,0.0089,63,0,0.0038,8475,7,0,0,0,0,0
511,0.2118,70,0,0.0783,5416,6,0,0,0,1,0
512,0.3237,77,1,0.2499,3280,6,0,0,0,0,0
513,0.1951,50,0,0.5941,5917,23,0,1,0,2,0
514,0.4488,51,0,0.4778,12750,13,0,3,0,2,0
515,0.0011,57,0,0.0954,5000,9,0,0,0,0,0
516,0.8788,73,0,0.1542,7917,17,0,4,0,1,0
517,0.0438,78,0,0.2142,500,6,0,1,0,0,0
518,0.0112,77,0,0.2648,8881,6,0,2,0,0,0
519,0.0091,72,0,0.0018,9992,6,0,0,0,0,0
520,0.1356,31,0,0.20600000000000002,4547,7,0,0,0,1,0
521,0.2387,42,0,0.3171,8533,7,0,4,0,0,0
522,0.8525,36,2,0.4213,6583,8,0,1,0,2,0
523,0.1708,57,0,0.0485,6500,7,0,0,0,0,0
524,0.9591,40,1,0.1382,6666,11,0,2,0,2,0
525,0.0514,37,0,0.3029,3076,6,0,1,0,0,0
526,0.0307,39,0,0.2695,9167,3,0,1,0,2,0
527,0.0131,68,0,0.1559,16100,8,0,2,0,1,0
528,0.9634,25,0,0.2181,2333,4,0,0,0,1,0
529,0.1266,47,1,0.3758,5166,11,0,2,0,0,0
530,0.0,63,0,0.0,7600,3,0,0,0,0,0
531,0.040999999999999995,74,0,0.1884,8567,14,0,1,0,0,0
532,0.4413,38,0,0.8835,2960,8,0,2,0,4,0
533,0.114,39,2,0.4801,5916,8,2,2,2,3,1
534,0.3507,59,1,0.4599,8000,10,0,1,0,2,0
535,0.9453,46,4,0.6417,4889,24,0,2,0,1,0
536,0.0525,51,0,0.1258,4474,7,0,0,0,0,0
537,0.1124,39,0,0.2809,4954,11,0,0,0,3,0
538,0.9847,34,1,0.1706,5333,6,0,0,0,1,0
539,0.0226,80,0,0.0058,4640,3,0,0,0,0,0
540,1.0,45,0,0.6876,1750,5,0,1,0,2,0
541,0.0245,62,0,0.7455,4384,17,0,2,0,0,0
542,0.6368,52,1,0.4871,9500,16,0,2,0,1,0
543,0.4626,50,1,0.3727,3417,6,0,2,0,2,0
544,0.4695,49,0,0.4529,5490,9,0,2,0,0,0
545,0.0389,57,0,0.0434,3500,10,0,1,0,0,0
546,0.9727,43,0,0.1712,9000,6,1,0,0,3,0
547,0.5578,47,0,0.3178,19800,13,0,1,0,5,0
548,0.0349,51,0,0.2034,7335,6,0,1,0,1,0
549,0.0327,66,0,0.6048,5300,7,0,2,0,0,0
550,0.9651,43,0,0.5866,5500,6,0,1,0,1,0
551,0.278,43,1,0.3001,9416,17,0,2,0,0,0
552,0.0857,67,1,0.6409,4583,5,0,2,0,0,0
553,0.0318,57,0,0.7211,2756,11,0,1,0,1,0
554,0.2033,41,0,0.6617,8600,26,0,3,0,0,0
555,1.0,72,0,0.0099,9166,0,0,0,0,0,0
556,0.0333,81,0,0.015,2400,4,0,0,0,0,0
557,0.141,43,0,0.4616,5900,8,0,2,0,2,0
558,0.1007,50,0,0.6841,2500,4,0,1,0,3,0
559,0.7488,50,1,0.3078,7500,8,0,1,0,0,0
560,0.8472,32,0,0.2595,5008,5,0,0,0,4,0
561,0.6372,42,0,0.3153,4889,6,0,0,0,0,0
562,0.311,48,3,0.4213,5833,16,0,2,1,2,0
563,0.6611,47,0,0.1029,2750,7,0,1,0,1,0
564,1.0,37,0,0.3957,5142,2,0,2,0,2,0
565,0.0429,54,0,0.136,11800,12,0,1,0,2,0
566,1.0,41,1,0.40299999999999997,2200,3,1,1,1,1,1
567,0.4483,81,0,0.0304,4400,1,0,0,0,0,0
568,0.1503,55,1,0.126,4960,6,0,0,0,1,0
569,0.2368,32,0,0.0862,1727,3,0,0,0,0,0
570,0.0379,57,0,0.2991,6034,15,0,1,0,1,0
571,0.8436,59,0,0.3668,6967,10,0,1,1,1,0
572,0.5820000000000001,34,0,0.081,7307,5,0,0,0,2,0
573,0.19,49,0,0.1786,14334,5,0,1,0,2,0
574,0.4108,48,0,0.4103,4094,15,0,0,0,0,0
575,0.0864,56,0,0.2106,6000,11,0,1,0,0,0
576,0.0611,64,0,0.3511,5000,8,0,2,0,0,0
577,0.0,34,0,0.3582,8340,11,0,3,0,0,0
578,0.0004,74,0,0.0,2013,3,0,0,0,0,0
579,0.8603,30,0,0.1437,2590,8,0,1,0,2,0
580,0.0393,59,0,0.0213,2300,11,0,0,0,0,0
581,0.8275,34,1,0.4713,2700,6,0,1,0,2,0
582,0.0349,36,0,0.3131,4834,11,0,1,0,1,0
583,0.0807,42,0,0.1978,9072,5,0,1,0,0,0
584,0.0164,56,1,0.2557,4793,23,0,1,0,0,0
585,0.1104,71,0,0.1986,5000,9,0,1,0,0,0
586,0.0286,43,0,0.413,8500,7,0,1,0,2,0
587,0.9641,41,1,0.2225,4300,7,1,0,0,0,0
588,0.0435,51,0,0.5870000000000001,1,4,0,1,0,0,0
589,0.8256,47,3,0.272,15350,14,0,2,0,2,0
590,1.0,46,0,0.0745,12000,2,0,1,0,3,0
591,0.1437,42,0,0.2014,14250,8,0,1,0,2,0
592,0.0323,45,0,0.3612,13750,13,0,1,0,3,0
593,0.9687,45,0,0.3746,6750,12,0,1,0,1,0
594,0.1035,65,0,0.2425,9200,8,0,1,0,1,0
595,0.022000000000000002,69,0,0.5018,3628,12,0,2,1,0,0
596,0.737,65,0,0.2056,13000,15,0,0,0,0,0
597,1.0,43,0,0.0,10595,0,0,0,0,3,0
598,0.6037,33,0,0.8366,1700,7,0,1,0,0,0
599,0.1168,58,0,0.1036,12000,29,0,7,0,0,0
600,0.1077,45,0,0.6505,5200,5,0,2,0,1,0
601,0.0,30,0,0.1144,5000,13,0,0,0,0,0
602,0.1245,29,0,0.2547,1000,5,0,0,0,0,0
603,0.0116,67,0,0.0394,9307,6,0,0,0,0,0
604,0.4575,53,1,0.3812,7816,7,0,1,0,1,0
605,0.0105,51,0,0.4579,6000,8,0,1,0,1,0
606,0.9522,64,0,0.5167,7470,12,0,2,0,0,0
607,0.1228,63,0,0.3918,3200,7,0,1,0,0,0
608,0.0753,67,0,0.0078,5140,7,0,0,0,0,0
609,0.7443,40,0,0.6405,4975,8,0,1,0,0,0
610,0.5911,45,0,0.4501,9832,8,0,1,0,1,0
611,0.0538,67,0,0.4675,4500,10,0,3,0,1,0
612,0.0872,58,0,0.3288,3649,11,0,1,0,0,0
613,0.345,43,2,0.4641,10000,9,0,2,0,1,0
614,0.3153,27,0,0.4295,3240,9,0,0,0,1,0
615,0.0057,63,0,0.0007,5660,4,0,0,0,0,0
616,0.7913,30,0,0.2738,6000,11,0,0,1,0,0
617,0.0282,72,0,0.3467,11000,12,0,1,0,1,0
618,0.5548,75,0,0.263,701,5,0,2,0,0,0
619,0.9768,48,1,0.3614,4800,14,0,0,0,1,0
620,0.4968,40,0,0.0805,8333,7,0,0,0,0,0
621,0.9655,42,0,0.3722,7968,5,0,2,0,0,0
622,0.023,64,0,0.1981,7940,4,0,1,0,0,0
623,1.0,41,0,0.3007,1050,2,0,0,0,1,0
624,0.9663,66,0,0.3407,14000,11,0,2,0,0,0
625,0.0698,60,0,0.0316,1800,2,0,0,0,1,0
626,0.1968,32,0,0.3704,6000,8,0,1,0,4,0
627,0.4143,55,0,0.3297,4700,11,0,0,0,1,0
628,0.2653,51,0,0.5613,1875,6,0,1,0,0,0
629,0.6206,50,2,0.7057,4750,8,0,1,3,0,0
630,0.0,59,0,0.1391,8000,12,0,1,0,0,0
631,0.0584,40,0,0.1726,18500,8,0,1,0,1,0
632,0.0017,59,0,0.1507,12250,16,0,2,0,0,0
633,0.0053,50,0,0.1575,5975,13,0,1,0,0,0
634,0.9697,27,0,0.1103,7072,13,0,0,0,0,0
635,0.4442,53,0,0.3208,2826,7,0,0,0,1,0
636,0.3467,60,0,0.6999,5600,14,0,2,0,0,0
637,0.0025,64,1,0.2288,8750,13,0,1,0,0,0
638,0.0,37,0,0.2368,5916,9,0,1,0,0,0
639,0.1124,86,5,0.5604,1000,6,0,0,1,0,0
640,0.1942,30,0,0.1292,3442,8,0,0,0,0,0
641,0.3768,48,1,0.4552,7002,4,0,2,0,3,0
642,1.0,30,0,0.2592,1280,1,1,0,0,1,0
643,0.0082,52,0,0.11,1,9,0,1,0,2,0
644,0.0237,43,0,0.0365,3916,3,0,0,0,0,0
645,0.0248,56,0,0.3686,9000,10,0,1,0,3,0
646,0.0146,58,0,0.1213,7350,11,0,1,0,3,0
647,0.479,59,0,0.6927,5346,27,1,1,0,2,0
648,0.7413,45,0,0.4642,13100,15,0,3,0,4,0
649,0.297,56,0,0.5208,19000,10,0,4,0,2,0
650,0.0003,55,0,0.2516,3000,6,0,0,1,2,0
651,0.5957,44,0,0.4105,8416,9,0,1,0,2,0
652,0.2268,34,0,0.1973,6000,12,2,1,0,3,0
653,0.2036,34,3,0.3442,7083,21,0,2,1,0,0
654,0.0067,71,0,0.5404,6000,14,0,1,0,0,0
655,0.0514,56,0,0.0449,5608,3,0,1,0,0,0
656,0.0076,56,0,0.1802,4937,11,0,1,0,0,0
657,0.7586,39,3,0.2772,5298,5,6,0,1,2,1
658,0.0489,79,0,0.2147,6501,9,0,1,0,0,0
659,1.0,69,0,0.0077,4000,0,0,0,0,0,0
660,0.1466,29,1,0.136,0,1,3,0,0,0,0
661,0.0,72,0,0.17,9583,3,0,1,0,0,0
662,0.0315,39,0,0.1566,0,9,0,1,0,1,0
663,0.1029,55,0,0.4287,7500,16,0,1,0,1,0
664,0.2054,38,1,0.0708,20000,6,0,0,0,1,0
665,0.048,46,0,0.0162,4250,5,0,0,0,0,0
666,0.7751,51,0,0.4706,14000,9,0,4,0,1,0
667,0.4158,52,0,0.3132,20000,11,0,2,0,3,0
668,0.0719,73,0,0.3894,5415,8,0,1,0,0,0
669,0.0142,82,0,0.0074,2700,10,0,0,0,0,0
670,0.033,28,0,0.0502,8350,3,0,0,0,2,0
671,0.2696,35,0,0.4204,8100,12,0,2,0,0,0
672,0.0011,61,0,0.0005,7959,13,0,0,0,0,0
673,0.6848,47,1,0.5788,2995,7,0,1,1,2,0
674,1.0,83,0,0.0011,1900,7,0,0,0,0,0
675,0.0961,64,0,0.1766,1,9,0,2,0,0,0
676,0.5651,37,0,0.7463,5000,8,0,1,0,2,0
677,0.0121,74,0,0.0028,6000,8,0,0,0,0,0
678,0.0137,57,0,0.4801,7000,12,0,1,0,1,0
679,0.9297,34,1,0.0098,82000,7,1,0,0,1,0
680,0.1459,34,0,0.4189,1971,9,0,0,0,0,0
681,0.0,28,0,0.2338,2800,5,0,0,0,0,0
682,0.0,32,0,0.1012,2400,4,0,0,0,1,0
683,0.0265,75,0,0.0096,5500,9,0,0,0,1,0
684,0.1625,46,0,0.4214,16600,9,0,2,0,4,0
685,0.0,37,0,0.6437,2550,10,0,1,0,2,0
686,0.006,63,0,0.2224,8500,8,0,1,0,0,0
687,0.1422,29,0,0.1648,4300,5,0,0,0,0,0
688,0.0469,36,0,0.3367,10000,14,0,2,0,1,0
689,0.0185,70,0,0.0111,7000,6,0,0,0,0,0
690,0.1593,68,0,0.1192,6853,12,0,0,0,0,0
691,0.0564,63,0,0.0381,3200,10,0,0,0,0,0
692,0.6027,44,0,0.0603,3416,3,0,0,0,0,0
693,0.6447,24,1,0.0908,3600,3,0,0,0,2,0
694,0.2183,36,0,0.7904,2900,7,0,2,0,0,0
695,0.8252,40,0,0.3387,5416,7,1,0,0,0,0
696,0.2563,52,0,0.5867,3200,10,0,1,0,1,0
697,0.0578,59,0,0.4426,3700,12,0,2,0,0,0
698,0.0472,84,0,0.9793,1450,7,0,1,0,0,0
699,0.6779999999999999,53,0,0.7559999999999999,9100,12,0,2,0,0,0
700,1.0,78,0,0.0,16000,0,3,0,0,0,0
701,0.002,33,0,0.3787,6250,12,0,2,0,0,0
702,0.8731,22,0,0.026000000000000002,1000,2,0,0,0,0,0
703,0.9419,62,0,0.7112,8333,12,0,2,0,2,0
704,0.2406,52,0,0.1371,7700,20,2,1,1,2,1
705,0.0,46,0,0.1638,10000,6,0,1,0,2,0
706,1.0,55,0,0.35200000000000004,12159,3,2,1,0,0,0
707,0.8786,38,1,0.2397,18561,11,0,1,0,3,0
708,0.7948,46,0,0.7838,3583,14,0,3,0,0,0
709,0.3368,33,0,0.2602,7167,4,0,1,0,2,0
710,0.4004,56,1,0.316,2505,4,0,0,0,0,0
711,0.0,45,0,0.3964,5400,6,0,2,0,3,0
712,0.2082,36,0,0.4382,5900,8,0,1,0,0,0
713,0.2745,37,0,0.8340000000000001,2860,8,0,1,0,3,0
714,0.6602,37,2,0.155,6200,8,0,0,0,3,0
715,0.0167,71,0,0.0083,5191,7,0,0,0,0,0
716,0.0054,65,0,0.1392,4100,17,0,0,0,1,0
717,0.2077,34,0,0.0948,7953,4,0,0,0,0,0
718,0.4994,75,0,0.0945,3048,5,0,0,0,0,0
719,0.0,62,1,0.3025,7000,20,0,3,0,0,0
720,0.3237,66,0,0.0869,3416,6,0,0,0,0,0
721,0.5775,22,0,0.0624,929,4,0,0,0,0,0
722,0.3237,63,0,0.2695,6833,10,0,1,0,0,0
723,0.0,65,0,0.3521,13916,9,0,2,0,0,0
724,0.3701,58,1,0.3121,7090,20,0,1,0,0,0
725,0.0554,41,0,0.2061,5850,16,0,2,0,0,0
726,0.6033,61,0,0.36200000000000004,4234,14,0,1,0,0,0
727,0.1659,24,0,0.0043,2800,2,0,0,0,0,0
728,0.0,66,0,0.2041,7600,6,0,1,0,3,0
729,0.5982,32,0,0.2973,6592,8,0,0,0,0,0
730,0.0388,69,0,0.0365,3400,7,0,0,0,1,0
731,0.5978,53,0,0.0775,3354,3,0,0,0,0,0
732,0.4077,61,0,0.3703,5000,8,0,0,0,0,0
733,0.0,53,0,0.2945,11000,9,0,1,0,2,0
734,0.7075,29,0,0.0373,6250,2,0,0,0,0,0
735,0.064,46,0,0.27399999999999997,6108,9,0,1,0,0,0
736,0.6298,51,4,0.5816,3766,9,0,2,0,2,0
737,0.043,39,0,0.6125,3821,8,0,2,0,0,0
738,0.0241,46,0,0.4977,5000,15,0,2,0,3,0
739,0.0,63,0,0.0,2750,9,0,0,0,0,0
740,0.6233,53,0,0.1611,1070,6,0,1,0,0,0
741,0.4124,75,0,0.1867,13566,14,0,1,0,2,0
742,0.1384,42,0,0.3484,6612,4,0,1,0,0,0
743,0.1311,39,0,0.3182,8083,6,0,2,0,2,0
744,0.2835,47,0,0.5567,3500,5,0,1,0,1,0
745,0.1555,32,1,0.2729,13200,10,0,2,0,0,0
746,0.0,37,1,0.584,500,6,0,1,0,3,0
747,0.2589,35,0,0.1664,3500,15,0,2,0,0,0
748,1.0,33,0,0.099,5230,6,0,0,0,1,0
749,0.5765,40,0,0.4065,8675,11,0,2,0,2,0
750,0.0202,46,0,0.1688,10000,12,0,1,0,3,0
751,0.0,71,0,0.1853,4500,9,0,1,0,0,0
752,0.0,63,0,0.4975,3416,6,0,1,0,0,0
753,0.5502,58,1,0.3833,10829,12,0,2,0,2,0
754,0.9079,44,3,0.2508,12308,17,0,2,0,0,0
755,0.0,37,0,0.1234,7000,12,0,0,0,0,0
756,0.0377,51,0,0.1242,3333,9,0,0,0,3,0
757,0.0096,67,0,0.2958,14200,9,0,3,0,0,0
758,0.0,60,0,0.0131,250000,10,0,2,0,2,0
759,0.285,33,0,0.6208,5500,11,0,2,0,0,0
760,0.1817,45,1,0.0702,8166,9,0,0,0,1,0
761,0.0724,54,0,0.7828,6800,4,0,3,0,0,0
762,0.5886,41,0,0.1229,6833,7,0,0,0,1,0
763,0.027000000000000003,62,0,0.1916,4800,13,0,1,0,0,0
764,0.0415,80,0,0.4364,3333,11,0,1,0,0,0
765,0.768,57,0,0.4224,14858,14,0,2,0,1,0
766,0.0404,78,0,0.012,7650,13,0,0,0,0,0
767,0.5243,35,3,0.0929,5242,4,0,0,0,2,0
768,0.2069,57,0,0.5303,5930,9,0,1,0,0,0
769,0.0211,64,0,0.1782,5000,8,0,1,0,0,0
770,1.0,46,0,0.0381,5085,1,2,0,0,3,0
771,0.0063,49,0,0.7961,3520,13,0,1,0,0,0
772,0.001,35,0,0.1399,3666,8,0,0,0,0,0
773,0.0644,62,0,0.0129,3500,6,0,0,0,0,0
774,0.0711,57,3,0.1584,7750,9,0,1,0,1,0
775,0.3933,59,0,0.3241,7900,13,0,2,0,1,0
776,0.2351,48,1,0.4056,4666,15,0,1,0,2,0
777,0.0266,63,0,0.2061,7800,16,0,1,0,0,0
778,1.0,53,0,0.4869,2250,3,4,1,0,1,0
779,0.0087,73,0,0.4986,3800,6,0,1,0,0,0
780,0.3458,34,1,0.0183,20000,4,0,0,0,0,0
781,0.1065,53,0,0.9754,2600,10,0,1,0,0,0
782,0.0018,41,0,0.5085,7200,9,0,1,0,1,0
783,1.0,21,98,0.0,867,0,98,0,98,0,1
784,0.2103,51,1,0.7849,6750,10,2,4,1,2,1
785,0.0193,58,4,0.2384,11956,14,0,2,0,0,0
786,0.1028,30,0,0.0439,2458,1,0,0,1,0,0
787,0.0561,47,0,0.6498,8000,12,0,2,0,2,0
788,0.5221,67,0,0.78,0,3,0,0,0,0,0
789,0.0303,72,0,0.0904,10500,9,0,1,0,0,0
790,0.3065,49,0,0.3288,16765,15,0,7,0,0,0
791,0.5444,38,0,0.6709999999999999,4686,9,0,2,0,5,0
792,0.0607,56,0,0.2477,7250,10,0,1,0,0,0
793,0.0253,49,0,0.5012,3768,8,0,2,0,2,0
794,0.3142,43,0,0.2612,10000,11,0,1,0,3,0
795,0.0368,52,0,0.1983,11666,16,0,2,0,2,0
796,0.5242,45,0,0.5941,10600,7,0,4,0,1,0
797,0.2024,48,1,0.5085,3450,10,0,1,0,0,0
798,1.0,23,0,0.249,0,1,0,0,0,0,0
799,0.6504,68,0,0.2718,10200,8,0,1,0,0,0
800,0.2327,71,0,0.1821,5167,7,0,1,0,0,0
801,0.0879,61,0,0.5522,1100,11,0,1,0,0,0
802,0.0663,52,1,0.4789,2300,13,0,1,0,1,0
803,1.0,35,3,0.5883,2520,6,3,2,3,0,1
804,0.0314,45,0,0.8195,1700,10,0,1,0,1,0
805,0.2098,67,0,0.0978,4939,7,0,0,0,0,0
806,0.0281,81,0,0.0136,2500,3,0,0,0,0,0
807,0.0,53,0,0.1885,20000,16,0,2,0,4,0
808,0.3547,51,0,0.0819,5666,3,0,1,0,2,0
809,0.2423,47,0,0.1526,1,14,0,1,0,1,0
810,0.1731,47,0,0.1485,4807,4,0,0,0,1,0
811,0.1094,57,0,0.1045,6666,12,0,0,0,1,0
812,0.0829,42,0,0.4179,9333,4,0,2,0,2,0
813,0.1798,38,0,0.1566,11000,7,0,1,0,3,0
814,0.0794,34,0,0.4664,3333,9,0,1,0,0,0
815,0.0306,40,0,0.4979,7500,13,0,1,0,2,0
816,0.1528,38,0,0.0932,5000,6,0,0,0,0,0
817,0.9012,43,2,0.2591,2500,4,1,0,1,1,1
818,0.1647,44,0,0.3414,5210,11,0,1,0,0,0
819,0.0574,36,1,0.1776,8000,9,0,2,0,0,0
820,0.14,67,1,0.1965,800,10,0,1,0,0,0
821,0.0014,31,0,0.0128,7878,3,0,0,0,2,0
822,0.6727,64,1,0.3696,10500,9,0,1,0,0,0
823,0.4604,48,0,0.2492,5200,10,0,0,0,0,0
824,0.1028,50,0,0.6126,2800,4,0,1,0,2,0
825,0.0405,67,0,0.036000000000000004,4666,4,0,0,0,0,0
826,0.0263,41,0,0.0041,6125,6,0,0,0,2,0
827,0.0061,71,0,0.001,4987,8,0,0,0,0,0
828,1.0,52,1,0.2767,4534,3,3,1,0,0,0
829,0.6212,49,0,0.6666,5845,13,0,1,0,0,0
830,0.0647,78,0,0.0145,4000,1,0,0,0,0,0
831,0.1097,45,0,0.3235,4800,8,0,1,0,2,0
832,0.0195,44,0,0.1135,10875,8,0,0,0,3,0
833,0.5569,80,0,0.2503,5100,5,1,0,0,1,0
834,0.0243,66,0,0.3813,6666,12,0,2,0,0,0
835,0.0665,40,0,0.0701,9166,4,0,0,0,1,0
836,0.5935,60,0,0.6861,8333,10,0,4,0,0,0
837,0.0733,54,0,0.2198,12066,9,0,1,0,2,0
838,0.1164,56,1,0.1417,3797,6,3,0,2,1,1
839,0.0263,90,0,0.0052,3473,8,0,0,0,0,0
840,0.366,43,0,0.845,2083,8,0,1,0,3,0
841,0.0225,38,0,0.1154,6080,10,0,4,0,1,0
842,0.4612,72,0,0.2609,7200,8,0,2,0,0,0
843,0.0765,61,0,0.4138,2000,11,0,1,0,1,0
844,0.1727,64,0,0.4773,8188,22,0,3,0,0,0
845,0.1037,47,0,0.3427,6800,15,0,1,0,2,0
846,0.0085,79,0,0.0035,4851,7,0,0,0,0,0
847,0.2262,38,0,0.4387,2650,4,0,1,0,0,0
848,0.0,52,1,0.1232,2331,11,0,1,0,2,0
849,0.7826,49,0,0.2346,21500,11,0,1,0,2,0
850,0.1434,75,0,0.2573,18600,13,0,2,0,1,0
851,0.42100000000000004,49,2,0.2599,4000,7,0,0,0,0,0
852,0.0781,41,0,0.3201,5000,16,0,1,0,2,0
853,1.0,39,0,0.2511,5200,3,1,1,0,2,0
854,0.0119,74,0,0.0009,7904,3,0,0,0,0,0
855,1.0,43,0,0.4106,5070,4,0,2,0,0,0
856,0.0406,67,0,0.341,4500,10,0,1,0,1,0
857,0.0873,22,0,0.0342,2745,3,0,0,0,0,0
858,0.43,54,0,0.8701,250,3,2,2,0,0,0
859,0.0179,67,0,0.5519,2916,16,0,1,0,0,0
860,0.0057,81,0,0.3255,7072,4,0,1,0,0,0
861,0.2973,46,2,0.3982,6800,17,0,2,0,1,0
862,0.9054,41,2,0.4539,4218,11,2,0,1,1,1
863,0.3049,31,0,0.1943,3000,10,0,0,0,1,0
864,0.0306,59,0,0.1632,6916,10,0,1,0,0,0
865,0.1826,57,0,0.4163,8847,15,0,2,0,1,0
866,0.039,72,0,0.2152,5000,5,0,0,0,0,0
867,0.4817,57,0,0.3976,6500,8,0,1,0,0,0
868,0.0,49,0,0.2104,18000,7,0,2,0,2,0
869,0.0,43,1,0.4021,4684,10,0,1,0,0,0
870,0.1078,61,0,0.3483,3091,3,0,1,0,0,0
871,0.1902,82,0,0.1643,10933,13,0,0,0,0,0
872,1.0,28,0,0.0716,4300,2,0,0,0,0,0
873,0.0413,62,2,0.0982,5916,5,0,1,0,0,0
874,0.4253,31,0,0.4373,4076,9,0,1,0,0,0
875,0.3495,55,0,0.3707,7833,10,0,1,0,0,0
876,0.2394,81,0,0.2593,5263,10,0,1,0,0,0
877,0.2663,31,0,0.1744,3555,4,0,0,0,2,0
878,0.4098,55,1,0.6061,5450,16,0,2,3,3,0
879,0.5714,75,0,0.9571,1700,12,0,0,0,0,0
880,0.7197,35,0,0.3543,5150,12,0,0,0,0,0
881,0.2419,33,0,0.1954,5035,6,0,0,0,2,0
882,0.0288,79,0,0.1267,3400,7,0,0,0,1,0
883,0.0896,64,0,0.2375,8000,5,0,1,0,0,0
884,0.6515,55,0,0.6194,1000,2,0,0,0,0,0
885,0.0222,62,0,0.316,9500,6,0,2,0,1,0
886,0.1356,53,0,0.1905,10000,3,0,1,0,3,0
887,0.0384,57,0,0.0527,18333,8,0,1,0,0,0
888,0.1758,41,2,0.1479,4800,3,3,0,0,4,0
889,0.3594,35,0,0.4401,5000,11,0,0,0,0,0
890,1.0,25,0,0.3432,2240,2,0,0,0,0,0
891,0.0028,50,0,0.1796,1500,8,0,1,0,1,0
