"inadimplente","util_linhas_inseguras","idade","vezes_passou_de_30_59_dias","razao_debito","salario_mensal","numero_linhas_crdto_aberto","numero_vezes_passou_90_dias","numero_emprestimos_imobiliarios","numero_de_vezes_que_passou_60_89_dias","numero_de_dependentes"
0,0.5036,63,0,0.1309,4000,16,0,1,0,0
0,0.6978,31,0,0.237,12000,10,0,0,0,1
0,0.6504,61,0,0.3681,10000,10,0,1,0,1
0,0.3025,46,0,0.3481,7900,12,0,1,0,2
0,1,40,0,0.1858,2400,1,2,0,0,0
0,0.1591,91,0,0.1841,1813,6,0,0,0,0
0,0.1556,56,0,0.3368,2000,5,0,1,0,0
0,0.8363,29,3,0.2602,4350,8,0,1,0,1
0,0.293,45,0,0.3739,3775,5,0,1,0,3
0,1,49,1,0.0989,4800,1,0,0,0,4
0,0,51,0,0.2381,10000,6,0,1,0,0
0,0.1065,78,0,0.0243,5595,9,0,0,0,0
0,0.2508,36,0,0.2401,5833,6,0,2,0,1
0,0.1816,54,0,0.3539,6048,9,0,1,0,1
0,0.003,67,0,0.349,16800,14,0,5,0,0
0,0.0489,63,0,0.1028,6283,4,0,0,0,1
1,0.517,61,0,0.5726,7500,20,0,2,0,0
0,0.0241,86,0,0.0108,2223,6,0,0,0,0
0,0.123,50,0,0.4541,3289,6,0,1,0,1
1,0.3871,51,0,0.3509,5833,12,0,1,2,1
0,0.0217,70,0,0.1878,5000,11,0,1,0,0
0,0.2693,44,0,0.6076,1500,7,0,0,0,3
0,0.9963,39,2,0.3061,10930,17,0,0,0,1
0,0.0192,49,0,0.201,33333,6,0,3,0,4
0,0.0087,58,0,0.1909,6500,17,0,5,0,0
0,0.1557,39,0,0.723,0,13,0,0,0,2
0,0.7339,33,0,0.159,4333,7,1,0,0,1
0,0.2104,53,0,0.5136,5770,10,0,2,0,1
0,0.0956,36,0,0.1753,2247,4,0,0,0,1
0,0.1248,62,0,0.5669,6584,15,0,2,0,0
0,0.017,62,0,0.0023,5212,4,0,0,0,0
0,0.964,29,1,0.2635,2200,6,0,0,0,0
0,0.2112,44,1,0.2138,2080,13,1,0,1,0
0,0.1845,32,0,0.445,7166,11,0,2,0,0
0,0,52,0,0.4444,3500,5,0,2,0,1
0,0.1871,63,0,0.5069,4000,10,0,2,0,1
0,0.7322,44,0,0.2586,12912,26,0,0,0,0
0,0.3921,54,0,0.1383,3850,18,0,2,0,2
0,0.0637,41,0,0.2669,6665,8,0,0,0,1
0,0.617,32,1,0.1916,6250,10,0,0,0,2
0,0.2885,87,1,0.5714,1700,23,0,0,0,0
0,0.2211,43,0,0.1572,7333,5,0,1,0,0
0,0.1936,47,0,0.0201,5856,1,0,0,0,3
0,0.0144,75,0,0.1457,16059,8,0,1,0,0
0,0.532,64,2,0.4801,18500,19,0,3,0,1
0,0.347,41,0,0.1433,1700,13,0,3,0,2
0,1,40,0,0.2866,0,2,0,2,0,0
0,0,56,0,0,6200,2,0,0,0,0
0,0.6585,55,0,0.4897,5541,6,0,1,0,0
0,0.1047,36,0,0.2974,4300,8,0,1,0,1
0,0.0467,57,0,0.4048,11916,13,0,3,0,0
0,0.0579,56,0,0.2381,4400,13,0,1,0,1
0,0.8832,49,0,0.1837,4500,18,0,0,0,2
0,0.0053,53,0,0.79,0,4,0,0,0,0
0,0.0888,51,0,0.2955,7123,12,0,1,0,0
0,0.0213,64,0,0.245,2334,13,0,1,0,0
0,0.2819,28,0,0.18,2416,7,0,0,0,0
1,0.4023,37,0,0.3376,12667,16,0,2,0,3
0,0.0104,52,0,0.2586,3812,6,0,1,0,1
0,0.3366,36,0,0.0804,1181,2,0,0,0,0
0,0.0448,51,0,0.2336,11318,5,0,1,0,2
0,0.0077,69,0,0.1566,3000,6,0,0,0,0
0,0.1011,52,0,0.108,400,8,0,1,0,2
0,0,36,0,0.3704,7666,4,0,1,0,2
0,0,49,0,0.6227,1600,10,0,1,0,1
1,0.3147,51,3,0.1603,16984,13,0,2,1,4
1,0.1493,36,0,0.5583,4500,9,0,3,0,0
0,0,33,0,0.2382,2841,9,0,0,0,0
0,0.0378,62,0,0.1629,8741,15,0,1,0,0
0,0.2811,69,0,0.1622,4500,10,0,0,0,1
0,0.1337,49,0,0.0935,4800,7,0,0,0,2
0,0,65,0,0.4164,6666,10,0,1,0,0
0,0.8272,56,1,0.22,8700,8,0,0,1,1
0,0.0251,57,0,0.3609,3000,15,0,0,0,0
0,0.5788,48,0,0.3676,6613,10,0,1,0,1
0,0.0207,47,0,0.6451,3400,6,0,1,0,2
1,0.1249,33,0,0.1751,2700,3,2,0,0,0
0,0.5698,40,0,0.3614,11000,18,0,1,0,2
0,0.9149,40,0,0.517,4900,7,0,1,0,1
0,0.0383,68,0,0.0098,6000,12,0,0,0,0
0,0.9646,35,4,0.3058,4400,10,3,0,2,2
0,0.0273,65,0,0.3253,2083,6,0,0,0,0
0,0.0356,81,0,0.0173,7125,7,0,0,0,0
0,0.0046,52,0,0.391,7166,7,0,1,0,0
0,0.0425,69,0,0.0097,6500,4,0,0,0,1
0,0.1802,40,0,0.4483,9501,15,0,2,0,1
0,0.0549,35,0,0.6622,5833,10,0,2,0,2
0,0.0997,80,0,0.0089,11000,3,0,0,0,0
0,0.1754,47,0,0.1491,4500,9,0,0,0,0
0,0.0199,64,0,0.0286,6083,16,0,0,0,0
1,0.9908,36,2,0.3613,4117,4,0,0,0,1
0,0.3861,49,0,0.1665,11666,17,0,0,0,3
0,0.0083,55,0,0.1152,7032,8,0,1,0,0
0,0.0587,35,0,0.3357,8333,6,0,2,0,2
0,0.0911,63,0,0.0354,3500,5,0,0,0,0
0,0.0231,64,0,0.5135,9083,16,0,3,0,0
0,0.0834,64,0,0.0379,2930,7,0,0,0,2
0,0.5294,26,1,0.0171,820,1,0,0,0,0
0,0.1927,77,0,0.4579,7035,21,0,1,0,1
0,1,32,0,0.178,4000,1,2,0,0,0
0,0.3594,54,0,0.3874,1082,22,0,1,0,0
0,0.1065,40,0,0.2632,8800,17,0,3,0,4
1,0.2066,58,0,0.2711,6000,8,1,1,0,1
0,0.0124,50,3,0.2075,11916,4,0,1,0,0
0,1,56,0,0.0071,12500,2,0,0,0,2
0,0.0039,75,0,0.1999,7876,11,0,2,0,0
0,0.5204,36,1,0.2329,2648,5,0,0,0,3
0,0.1609,33,0,0.1824,3333,13,0,0,0,0
0,0.2525,52,0,0.4426,6000,13,0,1,0,2
0,0.0357,62,0,0.4277,9401,9,0,4,0,0
0,0.0467,60,0,0.1012,3233,13,0,2,0,0
0,0.0096,52,0,0.2624,4400,5,0,0,0,0
0,0.9864,36,0,0.4419,11000,8,0,2,0,0
0,0.0924,71,2,0.1901,13000,7,0,1,0,0
0,0.001,83,0,0.0002,5000,10,0,0,0,0
0,0,76,0,0.272,0,6,0,0,0,0
0,0.0455,40,0,0.0904,11000,12,0,0,0,3
0,0.2457,46,0,0.5851,6707,21,0,1,0,3
0,0.0161,76,0,0.6683,1666,11,0,1,0,0
0,0.7593,41,1,0.4085,1698,4,0,0,0,1
0,0.1897,60,0,0.0459,2833,2,0,0,0,0
0,0.0491,63,2,0.3619,16441,12,0,1,0,1
0,0.1163,52,0,0.3192,4213,7,0,0,0,0
0,0.238,58,0,0.601,7666,5,0,3,0,0
0,0.4109,56,0,0.7122,4575,16,0,1,0,0
0,0.4765,33,0,0.3129,5000,4,0,1,0,0
0,0.375,64,0,0.0112,2500,4,0,0,0,0
0,0.1162,33,0,0.0437,4000,9,0,0,0,0
0,0.2545,56,0,0.4614,8500,15,0,2,0,4
0,0.0136,60,0,0.7111,17000,11,0,3,0,0
0,1,27,0,0.2608,3274,3,0,0,1,2
0,0.0292,41,0,0.3363,3600,5,0,1,0,0
0,0.9851,48,0,0.3769,3082,4,0,1,0,0
0,0,39,0,0.7351,6708,13,0,2,0,2
0,0.3129,36,0,0.2307,8000,28,0,0,0,0
0,0.7149,34,1,0.8704,6000,8,0,1,0,0
0,0.1419,79,0,0.8129,3200,8,0,2,0,0
0,0.0732,54,0,0.0207,4490,4,0,0,0,0
0,0.4737,36,1,0.6507,2000,8,0,0,0,0
1,0.9877,39,5,0.6913,5010,14,0,2,0,2
0,0.0612,35,0,0.4537,21000,7,0,2,0,0
0,0.4753,38,1,0.4286,2500,8,1,0,0,0
0,0.6215,24,0,0.0101,4166,3,0,0,0,0
0,0.0846,76,0,0.0441,1201,8,0,0,0,0
0,0.0872,74,0,0.0805,1291,6,0,0,0,0
0,0.1117,47,0,0.3152,16666,12,0,2,0,3
0,0,57,0,0.3351,10000,11,0,2,0,3
0,0,63,0,0.0527,2600,3,0,0,0,1
0,0.6592,39,0,0.2853,5866,6,0,1,0,1
0,0.101,51,0,0.3404,12500,21,0,2,0,1
0,0.4718,60,0,0.3658,9633,12,0,1,0,1
0,0.2499,63,2,0.2543,19416,18,0,2,0,1
0,0,55,0,0.3692,7166,7,0,3,0,1
0,0.0663,58,0,0.229,9213,7,0,1,0,0
0,0.0257,55,0,0.5407,3500,8,0,1,0,2
0,0.9015,33,1,0.1281,23100,8,1,1,0,0
1,0.0233,58,0,0.6324,4052,13,1,2,0,0
0,0.0485,55,1,0.2156,5700,9,0,1,0,0
0,0.0774,44,0,0.3243,10000,10,0,2,0,0
0,0.0825,57,0,0.8912,3500,12,0,1,0,1
0,1,65,0,0,615,3,0,0,0,0
0,0.1406,56,0,0.0497,11850,11,0,0,0,2
0,0.3573,25,0,0.0017,2900,1,0,0,0,0
0,0.0021,89,1,0.5,0,4,0,0,0,0
1,0,32,0,0.4419,3500,5,0,1,0,2
0,0.0724,48,0,0.3991,12000,9,0,2,0,0
0,0.2286,38,1,0.1812,2951,4,0,0,0,0
0,0,59,1,0.5315,7881,8,2,1,0,0
0,1,32,0,0.1327,4000,1,0,0,0,1
0,0.0153,50,0,0.3725,1105,13,0,0,0,0
0,0.0592,26,0,0.0671,1520,7,0,0,0,0
0,0.2119,55,0,0.1287,6323,8,0,0,0,1
0,0.7163,46,0,0.2678,5280,10,0,2,0,2
0,0.0005,59,0,0,2236,4,0,0,0,0
0,0.0047,29,0,0.0574,5000,4,0,0,0,0
0,0.4276,39,0,0.3424,10862,14,1,2,0,0
0,0.9825,36,0,0.5082,3000,3,0,1,0,0
0,0.0835,71,0,0.1707,5611,4,0,1,0,0
0,0.0109,82,0,0.0013,7769,6,0,0,0,0
0,0.0146,26,0,0.1216,1274,7,0,0,0,0
0,0.9944,42,0,0.2336,0,11,0,2,0,3
0,0.5561,58,0,0.1773,3000,2,0,0,0,0
1,0.1257,26,0,0.1298,1794,1,2,0,1,0
0,0.3541,51,0,0.0535,6800,5,0,0,0,0
0,0.0756,60,0,0.1938,8400,9,0,1,0,0
0,0.003,29,0,0.5159,3230,8,0,1,0,0
0,0.0204,79,0,0.2259,2350,5,0,0,0,0
0,0.0456,27,0,0.275,4167,21,0,1,0,0
1,0.9629,50,0,0.6813,4106,8,0,1,1,0
0,0.1602,31,0,0.356,2350,5,0,0,0,0
0,0,45,0,0.7358,10416,11,0,4,0,1
0,0.0674,26,0,0.1665,4479,10,0,0,0,0
0,0.0132,57,0,0.0853,7500,10,0,1,0,0
0,0.0004,54,0,0.7201,4000,11,0,0,0,0
0,0.9751,33,0,0.3323,3800,4,0,0,0,2
0,0.2556,54,0,0.5286,3414,9,0,1,0,1
0,1,24,0,0,3833,1,0,0,0,0
0,0.6827,41,4,0.3871,13350,8,0,4,0,1
0,0.0405,34,0,0.6441,3646,11,0,1,0,0
0,0,46,0,0.1079,3642,11,0,0,0,4
0,0.0134,82,0,0.0026,8057,7,0,0,0,0
0,1,48,0,0.1652,6421,0,1,0,0,2
0,0.1988,83,0,0.2171,2800,9,0,0,0,0
0,0.179,56,0,0.5529,6772,6,0,1,0,1
0,0.7157,33,0,0.1002,2800,8,0,2,0,0
0,0.1581,45,2,0.4753,3950,19,0,1,0,1
0,0.6263,56,0,0.1424,5449,5,0,0,0,0
0,0,31,0,0.4328,2000,9,0,1,0,0
0,0.4827,30,0,0.2648,8000,9,0,2,1,1
0,0.3354,40,0,0.3447,4200,6,0,2,1,0
0,0.0019,79,0,0.0133,2400,10,0,0,0,0
0,0.2352,37,0,0.335,4500,5,0,1,0,1
0,0.0019,69,0,0,5455,6,0,0,0,0
0,0.1077,47,0,0.2163,9200,12,0,3,0,2
0,0.0134,71,0,0.0128,2336,3,0,0,0,1
0,0.5471,40,0,0.1213,9066,6,0,0,0,4
0,0.2926,64,0,0.2231,0,5,0,1,0,0
0,0.1571,59,0,0.2649,3000,8,0,0,0,1
0,0.0422,28,0,0.2862,4500,6,0,1,0,0
0,0.7343,45,0,0.1131,0,6,0,2,1,0
0,0.8353,31,1,0.3325,7854,9,0,1,0,0
0,0.5112,58,0,0.9631,9453,13,0,3,0,1
0,0.0375,37,0,0.0792,8333,9,0,0,0,0
0,0,68,0,0.0904,4347,5,0,0,0,0
0,0.0473,57,0,0.4471,5476,14,0,1,0,0
0,0.0281,50,0,0.381,3910,20,0,0,0,3
0,0.0097,73,0,0.1228,18553,6,0,1,0,1
1,0.7787,81,0,0.538,4287,11,0,2,0,0
0,0,58,0,0.4111,7000,10,0,2,0,1
0,0.1738,55,0,0.1961,15916,14,0,3,0,0
0,0.4572,50,0,0.1034,13400,7,0,0,0,2
0,0.1195,34,0,0.3222,6916,5,0,1,0,0
0,0.2766,62,0,0.1218,19000,8,0,1,0,0
0,0.1284,59,0,0.2264,11000,10,0,1,0,0
0,0.0002,64,0,0.4278,6743,10,0,1,0,0
0,0.0865,64,0,0.0747,5833,8,0,1,0,1
0,0.2225,30,0,0.5898,3200,4,0,1,0,0
0,0.0358,79,0,0.0083,5666,5,0,0,0,1
0,0.004,81,0,0.2072,3600,10,0,1,0,0
0,0.0937,41,2,0.7182,3675,10,0,3,0,2
0,0.232,58,0,0.3738,10633,28,0,4,0,0
0,0.0414,45,0,0.0085,8750,3,0,0,0,3
0,0.2231,44,0,0.4303,12000,13,0,2,0,3
0,0.4529,49,0,0.3309,6006,10,0,1,0,1
0,1,26,0,0.1378,1871,1,0,0,0,0
0,0.1519,59,0,0.3011,15075,13,0,2,0,0
0,0.606,39,3,0.3756,7916,10,0,2,0,2
0,0.0102,47,0,0.0225,24750,7,0,0,0,2
0,0.516,28,0,0.6799,4650,14,0,1,0,0
0,0.3479,42,0,0.3737,13000,11,0,2,0,2
0,0.109,53,0,0.3104,4800,10,0,1,0,0
0,0.1657,68,0,0.3119,8575,10,0,1,0,0
0,0.1946,31,1,0.2836,4333,20,0,0,0,0
0,0.4899,34,0,0.3192,2800,3,0,0,0,1
0,0.9588,56,0,0.2366,9700,12,0,1,0,1
0,0.799,30,0,0.1298,1250,4,0,1,0,0
0,0.0115,52,0,0.2743,4050,9,0,1,0,0
0,0.8191,54,0,0.5284,2853,7,0,1,0,0
0,0,39,0,0.5518,2500,7,0,2,0,0
0,0.1225,57,0,0.4289,4333,9,0,1,0,1
0,0.3883,45,0,0.1113,4975,13,0,4,0,1
0,0.2259,33,2,0.0325,2000,1,1,0,0,2
0,1,34,1,0,5400,0,1,0,0,0
0,0.0374,37,0,0.3339,9000,11,0,2,0,0
0,0.0034,63,0,0.2627,2500,5,0,0,0,0
0,0.1065,32,0,0.8023,2685,5,0,1,0,1
0,0.5182,73,0,0.5049,8900,17,0,1,0,1
0,0.0037,39,0,0.4592,4150,10,0,2,0,0
0,0.197,40,0,0.007,4166,1,0,0,0,0
0,0.803,42,1,0.5245,9178,9,0,1,0,3
0,1,36,0,0.195,2620,3,0,0,0,0
0,0.2886,51,0,0.2262,10131,4,0,2,0,3
0,0.3972,25,0,0.2949,2000,5,0,0,0,0
0,0.0049,34,0,0.4749,5259,11,0,2,0,2
0,0.1755,55,2,0.2702,9600,11,0,2,0,0
1,0.5144,39,0,0.9844,2308,15,0,1,0,1
0,0.0007,83,0,0,10500,4,0,0,0,0
0,0.8224,63,0,0.5158,2500,12,0,0,0,0
0,0.2225,59,0,0.2715,11400,9,0,2,0,0
0,0.391,24,0,0.069,3200,11,0,0,0,0
0,0.0288,44,0,0.1372,5122,4,0,0,0,0
0,0.4774,36,0,0.3399,2700,6,0,0,0,0
0,0.0414,45,0,0.2246,10000,8,0,0,0,2
0,0.1272,63,0,0.4541,5489,20,0,4,0,0
0,0.6104,41,1,0.0644,2933,7,0,0,0,2
0,0.1566,45,1,0.5602,6700,8,0,2,0,2
0,0.5262,54,4,0.3435,25000,9,0,3,0,1
0,0.0374,76,1,0.3728,2880,8,0,1,0,0
0,0.1638,65,0,0.2669,10000,13,0,1,0,0
0,1,47,0,0.3707,3800,6,0,0,0,1
0,0.0291,68,0,0.0082,10337,10,0,1,0,1
0,0.1536,34,0,0.122,3916,7,0,2,0,0
0,0.0838,46,0,0.4212,5640,16,0,1,0,2
1,0.9138,55,2,0.8817,4300,17,0,2,0,1
0,0.2513,34,0,0.7515,8400,18,0,4,0,0
0,0.0726,29,0,0.0467,12000,15,0,0,0,0
0,0,35,0,0,1500,3,0,0,0,0
0,0.1336,43,1,0.421,12000,14,0,3,1,2
0,0.0019,37,0,0.2695,500,11,0,2,0,2
0,0.0405,74,0,0.0207,5400,5,0,0,0,0
0,0.0345,55,0,0.5142,7166,7,0,2,0,1
0,0.0019,50,0,0.1317,2500,9,0,2,0,1
0,0.6309,73,0,0.0474,4577,3,0,0,0,0
0,0,52,0,0.2578,8926,11,0,1,0,2
0,0.0552,48,0,0.1463,12407,5,0,1,0,0
0,0.9465,44,0,0.1482,2665,5,0,0,0,1
0,0,50,0,0,6400,2,0,0,0,0
0,0,70,0,0,3500,6,0,0,0,0
0,0.0299,50,0,0.3187,13333,11,0,3,0,1
1,0.1004,48,3,0.6051,4000,10,0,2,0,1
0,0.0167,53,0,0.3152,9000,6,0,1,0,0
0,0.4758,43,0,0.1988,1850,2,0,0,0,3
0,0.0614,58,0,0.4987,6500,19,0,4,0,1
0,0.3194,59,0,0.157,6300,22,0,0,0,0
0,1,55,0,0.1675,5323,1,1,0,1,2
0,0.2786,47,0,0.5874,6867,22,0,1,0,4
0,0.3523,43,0,0.2468,8630,8,0,0,0,1
0,0.2563,58,3,0.1511,3000,24,0,2,0,0
0,0,41,0,0.3469,5600,4,0,1,0,0
0,0.0661,63,0,0.6217,9750,24,0,2,0,2
0,0.7491,50,2,0.4321,4750,17,0,1,0,0
0,0.2128,37,1,0.1063,21,6,0,2,0,4
0,0.9512,36,0,0.0614,2310,2,0,0,0,2
0,0.7003,45,1,0.5464,8966,11,0,2,0,1
0,0.0193,80,0,0.1808,5000,11,0,0,0,0
1,0.8782,40,0,0.1814,3400,5,0,0,0,1
0,0.0669,35,0,0.6111,3637,5,0,1,0,2
0,0.1103,52,0,0.3134,6316,16,0,2,0,1
0,0.6917,78,0,0.6912,6430,6,0,2,0,0
0,0.2759,57,1,0.2834,13400,10,0,1,0,0
0,0.0375,57,0,0.355,3300,17,0,1,0,0
0,0.103,43,1,0.2523,10000,18,0,3,0,3
0,1,60,1,0.1017,3000,4,0,1,1,0
0,0.0403,54,0,0.1356,12400,11,0,1,0,0
0,0.353,59,1,0.4396,13433,18,0,2,0,2
0,0.6669,56,0,0.1851,5700,7,0,0,0,0
0,0.1814,32,0,0.0679,8750,2,0,0,0,0
0,0.8632,29,0,0.1027,18836,4,0,1,0,2
0,0.0936,68,0,0.3068,4366,6,0,2,0,0
0,0,50,0,0,6250,4,0,0,0,0
0,0.479,36,0,0.5317,4500,14,0,1,0,2
0,0.2571,37,0,0.2918,6140,6,0,0,0,4
0,1,42,0,0.2172,2250,1,0,0,0,2
0,0.0019,47,3,0.2687,6579,15,0,2,2,1
0,0.399,32,0,0.4339,2200,7,0,0,0,0
0,1,31,0,0.048,3335,2,0,0,1,4
0,0.2459,39,0,0.5377,5500,11,0,1,0,1
0,0.4087,46,0,0.1055,4166,12,0,2,0,0
1,0.0176,47,0,0.5354,2513,10,1,1,0,0
0,0.1154,41,0,0.279,6480,12,1,1,1,0
0,0.0044,36,0,0.6378,4466,11,0,1,0,1
0,0.384,35,0,0.4986,15000,18,0,2,0,0
0,0.0246,75,0,0.0099,4221,10,0,0,0,1
0,1,32,0,0.1783,3050,1,0,0,1,2
0,1,38,1,0.1341,6503,1,0,0,0,3
0,0.6431,47,0,0.159,7823,3,0,0,0,0
0,0.149,44,0,0.2887,3130,8,0,1,0,1
1,0.5465,35,0,0.9382,8500,17,0,4,0,2
0,0.546,39,0,0.4073,5000,8,0,1,0,0
0,0.1494,54,1,0.4288,8400,14,0,1,0,1
0,0.1351,58,0,0.0651,10300,7,0,0,0,2
0,0.0162,65,0,0.1949,2600,9,0,2,0,3
0,0.068,55,0,0.2497,1000,6,0,1,0,2
0,0.0387,71,0,0.3081,8000,7,0,1,0,0
0,0.0335,80,0,0.4311,11000,6,0,2,0,0
0,1,27,0,0.1531,2253,3,0,0,0,0
0,0.3912,39,1,0.2872,11100,8,0,2,0,2
0,0.3779,51,0,0.0611,8830,5,0,0,0,1
0,0.0984,47,0,0.0697,8100,6,0,0,0,2
1,0.8296,34,1,0.2482,4000,6,0,1,0,2
0,0.6313,39,0,0.2733,2816,7,0,0,0,0
0,0.0545,53,0,0.2668,4650,10,0,1,0,0
0,0.5001,34,0,0.2111,8200,3,0,1,0,0
0,0.1128,81,0,0.3129,10000,6,0,1,0,0
0,0.0125,63,0,0.3851,2375,12,0,2,0,0
0,0.9961,43,0,0.2579,1641,9,0,2,0,3
1,0.2322,59,6,0.6094,2000,16,2,1,2,1
0,0.5304,61,1,0.4694,13782,22,0,2,0,0
0,0.5207,68,3,0.7774,6000,9,0,3,0,0
0,0.0221,48,0,0.0035,6200,2,0,0,0,1
0,0.1018,63,0,0.0422,2343,5,0,0,0,0
0,0.0145,51,0,0.263,4570,28,0,2,0,0
0,0.0023,66,0,0.3918,5103,5,0,2,0,0
0,0.1925,38,0,0.2257,12500,12,0,2,0,0
0,0.2518,66,0,0.6118,2500,7,0,1,0,0
0,0.0889,35,0,0.0005,3800,3,0,0,0,0
0,0.9877,50,0,0.4474,9999,13,0,2,0,0
0,0.0308,62,0,0.0157,3000,5,0,1,0,0
0,0.219,54,0,0.5861,3000,13,0,1,0,0
0,1,38,0,0.1109,6700,3,0,0,0,3
0,0,45,0,0.365,7574,10,0,2,0,1
0,0.0021,58,0,0.2107,8749,12,0,2,0,0
0,0.2202,34,0,0.4624,4050,10,0,2,0,1
0,0.7883,43,0,0.0998,7100,3,0,0,0,1
0,0,43,0,0.2817,15450,10,0,2,0,5
0,0.6803,80,0,0.4299,4568,6,0,1,0,0
0,0.1791,41,0,0.2749,9500,10,1,1,0,2
0,0.2114,60,0,0.2405,10500,19,0,2,0,0
0,0.013,22,0,0,0,2,0,0,0,0
0,0.2471,34,0,0.0905,5666,3,0,0,0,1
0,1,43,0,0.1296,3000,1,0,0,0,0
1,0.0007,41,0,0.4931,4000,4,0,1,0,2
0,0.947,34,0,0.3354,9500,12,0,2,0,2
0,0.8663,34,0,0.148,2100,1,0,0,0,0
0,0,87,0,0.0674,6900,4,0,0,0,1
0,1,66,0,0.2295,11142,6,0,1,0,0
0,0.0961,41,0,0.2244,8025,10,0,0,0,4
0,0,37,0,0.3724,7150,3,0,2,0,2
0,0.2753,66,1,0.3832,5884,17,0,1,0,0
0,0.5951,33,0,0.3785,2020,3,0,0,0,0
0,0.0261,67,0,0.3298,1500,7,0,1,0,0
0,0.2893,48,0,0.6917,2000,7,0,1,0,2
0,0.2237,67,0,0.3263,5200,4,0,1,0,2
0,0.0772,32,0,0.3684,4084,7,0,1,0,0
0,0.3283,59,1,0.4801,9000,9,0,2,0,0
0,0.5723,50,0,0.1052,3200,12,0,1,0,3
0,0.9663,37,0,0.6835,4290,8,0,1,0,2
0,0.0753,62,0,0.0714,12832,7,0,1,0,0
0,0.0111,52,0,0.0124,12850,4,0,0,0,3
0,0.3692,82,0,0.0482,26000,12,0,1,0,0
0,0.9604,63,0,0.3151,5052,3,0,1,0,1
0,0.1235,63,0,0.3642,2635,6,0,1,0,1
0,0.1275,64,0,0.0944,14875,6,0,2,0,1
0,0.0879,54,0,0.5206,20000,8,0,3,0,2
0,0.0838,53,0,0.3421,9116,6,0,2,0,1
0,0.4809,62,0,0.1032,5200,14,0,3,0,1
0,0.0099,64,0,0.4474,5468,12,0,2,0,0
0,1,37,0,0.3776,11256,11,0,2,0,1
0,0.135,71,0,0.0179,10500,14,0,0,0,0
0,0.0992,57,0,0.6044,3500,9,0,2,0,0
0,0.2974,52,0,0.5797,6014,8,0,1,0,3
0,0.3072,39,0,0.6072,5900,5,0,2,0,0
0,0.125,66,2,0.4046,2500,4,0,1,0,0
0,0.0041,55,1,1,0,5,0,0,1,0
0,0.0137,47,0,0.4013,6466,6,0,2,0,0
0,0.2674,72,0,0.4267,4166,10,0,2,0,0
0,0.1638,53,1,0.0928,2500,5,0,0,0,0
0,0.4284,36,0,0.2706,6573,12,0,1,0,0
0,0.02,52,0,0.1885,4000,6,0,1,0,1
0,0.0891,45,1,0.2597,5000,7,0,2,0,0
0,0.612,74,2,0.7697,3138,10,1,2,0,0
0,0,48,0,0.0569,10838,4,0,0,0,1
0,0.8018,35,1,0.4303,2130,5,0,0,1,2
0,0,46,0,0.4503,5018,9,0,1,0,0
0,0.0108,76,0,0.1179,3790,17,0,0,0,0
0,0.9018,47,1,0.5267,3308,6,0,1,0,3
0,0,70,0,0.2525,4945,9,0,1,0,0
0,0.0018,46,0,0.2147,5500,5,0,1,0,2
0,0.3901,39,0,0.326,3014,6,0,0,0,0
0,0.0074,80,0,0.2999,3500,16,0,0,0,1
0,0.0612,28,0,0.09,3000,3,0,0,0,0
0,0.3914,58,2,0.3848,7476,6,0,2,0,0
0,0.1328,42,0,0.9145,3424,16,0,2,0,1
0,0.8421,60,0,0.1505,2730,10,0,0,0,1
0,0.8047,43,0,0.5338,10231,12,0,2,0,4
0,0.7516,56,0,0.1479,2333,8,0,2,0,0
0,0.2891,55,0,0.9394,5728,17,0,3,0,0
0,0.684,50,0,0.8949,11500,21,0,3,0,0
1,0.8105,57,2,0.1141,3456,29,0,1,1,1
0,0,45,1,0.0125,3750,8,0,0,0,3
0,0,53,0,0.4607,3500,7,1,1,1,0
0,0.1799,23,0,0.0031,2557,2,0,0,0,0
0,0.227,80,0,0.4375,4079,11,0,1,0,1
0,0.9414,54,0,0.1844,4850,15,0,4,0,1
0,0.0232,58,0,0.8124,6999,19,0,3,0,1
0,0.0172,48,0,0.3489,7500,8,0,3,0,2
0,0.507,29,0,0.503,2500,6,0,1,1,0
0,0.1204,59,0,0.152,11000,10,0,2,0,0
0,0.2476,56,0,0.7027,5200,8,0,1,0,2
0,0.0995,44,0,0.4314,5004,7,0,1,0,3
0,0.4184,58,0,0.4141,7180,14,0,2,0,0
0,0.5373,57,0,0.6278,5800,19,0,1,0,0
0,0.0028,55,0,0.3758,7800,11,0,2,0,1
0,1,82,0,0,1400,0,0,0,0,0
1,1,71,1,0.3138,2800,2,0,1,1,0
0,0.317,65,0,0.1734,2300,14,0,0,0,0
0,0.1862,58,1,0.2518,8900,11,0,1,0,3
0,0.3869,48,0,0.1191,20850,19,0,0,0,2
0,0.8098,64,0,0.4764,10777,11,0,1,0,0
0,0.2818,79,1,0.3046,10500,16,0,2,0,1
0,0.0583,70,0,0.7233,2500,12,0,2,0,0
0,0.0757,63,0,0.3158,6848,7,0,2,0,0
1,0.0876,27,0,0.01,2200,2,0,0,1,1
0,0.5448,58,0,0.5921,5976,13,0,2,0,1
0,0.0993,58,0,0.034,8494,3,0,0,0,3
0,0.2011,65,0,0.2484,7583,9,0,2,0,0
0,0,48,0,0.3183,2000,5,0,0,0,1
0,0.9636,46,0,0.2243,3557,5,1,1,0,3
0,0.0271,43,0,0.2567,8050,6,0,1,0,1
